id,category,question,option_a,option_b,option_c,option_d,correct_option,correct_answer
9080,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי האפשרות המתאימה ביותר ל-המקצוע העוסק בעיצוב מבנים נקרא?,רוקחות,חקלאות,בלשנות,אדריכלות,ד,אדריכלות
9081,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי מספר הימים בשנה מעוברת בלוח הגרגוריאני?",366,365,364,360,א,366
9082,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?",9,11,5,7,ב,11
9083,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?",פסנתר,חליל,תוף,חצוצרה,א,פסנתר
9084,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי צבע המתקבל מערבוב כחול וצהוב?",אדום,כתום,סגול,ירוק,ד,ירוק
9085,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי החומר העיקרי שממנו עשוי נייר רגיל?",זכוכית,נחושת,ברזל,תאית מעץ,ד,תאית מעץ
9086,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי הספורט שבו משתמשים במחבט ובכדור מעל רשת?",אגרוף,סקי,שחייה,טניס,ד,טניס
9087,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי היחידה המקובלת למדידת טמפרטורה בישראל?",קילומטר,מעלות צלזיוס,קילוגרם,ליטר,ב,מעלות צלזיוס
9088,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי הספרייה היא מקום שמיועד בעיקר ל?",תיקון מכוניות,ייצור נעליים,אימון טיסה,קריאה והשאלת ספרים,ד,קריאה והשאלת ספרים
9089,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי המילה 'ביוגרפיה' מתארת?",סוג משוואה,סיפור חייו של אדם,מפת מזג אוויר,כלי מטבח,ב,סיפור חייו של אדם
9090,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: במסגרת חידון מקצועי, מה נכון לגבי המקצוע העוסק בעיצוב מבנים נקרא?",רוקחות,חקלאות,אדריכלות,בלשנות,ג,אדריכלות
9091,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,360,365,364,א,366
9092,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,11,9,5,7,א,11
9093,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,פסנתר,תוף,חצוצרה,חליל,א,פסנתר
9094,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-צבע המתקבל מערבוב כחול וצהוב?,ירוק,אדום,סגול,כתום,א,ירוק
9095,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-החומר העיקרי שממנו עשוי נייר רגיל?,זכוכית,תאית מעץ,ברזל,נחושת,ב,תאית מעץ
9096,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-הספורט שבו משתמשים במחבט ובכדור מעל רשת?,אגרוף,טניס,שחייה,סקי,ב,טניס
9097,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-היחידה המקובלת למדידת טמפרטורה בישראל?,קילומטר,קילוגרם,מעלות צלזיוס,ליטר,ג,מעלות צלזיוס
9098,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-הספרייה היא מקום שמיועד בעיקר ל?,אימון טיסה,ייצור נעליים,תיקון מכוניות,קריאה והשאלת ספרים,ד,קריאה והשאלת ספרים
9099,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-המילה 'ביוגרפיה' מתארת?,מפת מזג אוויר,סוג משוואה,סיפור חייו של אדם,כלי מטבח,ג,סיפור חייו של אדם
9100,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה צריך להשיב לשאלה העוסקת ב-המקצוע העוסק בעיצוב מבנים נקרא?,בלשנות,חקלאות,רוקחות,אדריכלות,ד,אדריכלות
9101,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,360,365,364,א,366
9102,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,7,5,9,11,ד,11
9103,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,חצוצרה,פסנתר,חליל,תוף,ב,פסנתר
9104,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-צבע המתקבל מערבוב כחול וצהוב?,כתום,ירוק,סגול,אדום,ב,ירוק
9105,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-החומר העיקרי שממנו עשוי נייר רגיל?,תאית מעץ,נחושת,זכוכית,ברזל,א,תאית מעץ
9106,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-הספורט שבו משתמשים במחבט ובכדור מעל רשת?,שחייה,סקי,טניס,אגרוף,ג,טניס
9107,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-היחידה המקובלת למדידת טמפרטורה בישראל?,ליטר,קילומטר,קילוגרם,מעלות צלזיוס,ד,מעלות צלזיוס
9108,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-הספרייה היא מקום שמיועד בעיקר ל?,תיקון מכוניות,ייצור נעליים,אימון טיסה,קריאה והשאלת ספרים,ד,קריאה והשאלת ספרים
9109,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-המילה 'ביוגרפיה' מתארת?,מפת מזג אוויר,סוג משוואה,סיפור חייו של אדם,כלי מטבח,ג,סיפור חייו של אדם
9110,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו מן התשובות הבאות נכונה ביחס ל-המקצוע העוסק בעיצוב מבנים נקרא?,בלשנות,אדריכלות,חקלאות,רוקחות,ב,אדריכלות
9111,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,360,365,364,א,366
9112,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,5,9,11,7,ג,11
9113,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,חליל,תוף,פסנתר,חצוצרה,ג,פסנתר
9114,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על צבע המתקבל מערבוב כחול וצהוב?,ירוק,כתום,סגול,אדום,א,ירוק
9115,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על החומר העיקרי שממנו עשוי נייר רגיל?,תאית מעץ,נחושת,זכוכית,ברזל,א,תאית מעץ
9116,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על הספורט שבו משתמשים במחבט ובכדור מעל רשת?,טניס,שחייה,אגרוף,סקי,א,טניס
9117,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על היחידה המקובלת למדידת טמפרטורה בישראל?,קילומטר,ליטר,מעלות צלזיוס,קילוגרם,ג,מעלות צלזיוס
9118,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על הספרייה היא מקום שמיועד בעיקר ל?,קריאה והשאלת ספרים,אימון טיסה,תיקון מכוניות,ייצור נעליים,א,קריאה והשאלת ספרים
9119,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על המילה 'ביוגרפיה' מתארת?,כלי מטבח,סוג משוואה,מפת מזג אוויר,סיפור חייו של אדם,ד,סיפור חייו של אדם
9120,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו הפרט המרכזי הנכון על המקצוע העוסק בעיצוב מבנים נקרא?,רוקחות,אדריכלות,בלשנות,חקלאות,ב,אדריכלות
9121,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא מספר הימים בשנה מעוברת בלוח הגרגוריאני, מהי התשובה הנכונה?",360,364,365,366,ד,366
9122,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק, מהי התשובה הנכונה?",5,11,9,7,ב,11
9123,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים, מהי התשובה הנכונה?",פסנתר,חליל,תוף,חצוצרה,א,פסנתר
9124,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא צבע המתקבל מערבוב כחול וצהוב, מהי התשובה הנכונה?",כתום,סגול,ירוק,אדום,ג,ירוק
9125,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא החומר העיקרי שממנו עשוי נייר רגיל, מהי התשובה הנכונה?",זכוכית,נחושת,ברזל,תאית מעץ,ד,תאית מעץ
9126,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא הספורט שבו משתמשים במחבט ובכדור מעל רשת, מהי התשובה הנכונה?",סקי,שחייה,אגרוף,טניס,ד,טניס
9127,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא היחידה המקובלת למדידת טמפרטורה בישראל, מהי התשובה הנכונה?",מעלות צלזיוס,ליטר,קילוגרם,קילומטר,א,מעלות צלזיוס
9128,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא הספרייה היא מקום שמיועד בעיקר ל, מהי התשובה הנכונה?",תיקון מכוניות,קריאה והשאלת ספרים,אימון טיסה,ייצור נעליים,ב,קריאה והשאלת ספרים
9129,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא המילה 'ביוגרפיה' מתארת, מהי התשובה הנכונה?",סוג משוואה,סיפור חייו של אדם,כלי מטבח,מפת מזג אוויר,ב,סיפור חייו של אדם
9130,ידע כללי,"לצורך חידון טריוויה בקטגוריית ידע כללי: ביחס לנושא המקצוע העוסק בעיצוב מבנים נקרא, מהי התשובה הנכונה?",בלשנות,רוקחות,חקלאות,אדריכלות,ד,אדריכלות
9131,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: מספר הימים בשנה מעוברת בלוח הגרגוריאני?,364,360,366,365,ג,366
9132,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,11,7,5,9,א,11
9133,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,תוף,פסנתר,חצוצרה,חליל,ב,פסנתר
9134,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: צבע המתקבל מערבוב כחול וצהוב?,כתום,ירוק,סגול,אדום,ב,ירוק
9135,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: החומר העיקרי שממנו עשוי נייר רגיל?,נחושת,תאית מעץ,ברזל,זכוכית,ב,תאית מעץ
9136,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: הספורט שבו משתמשים במחבט ובכדור מעל רשת?,טניס,סקי,שחייה,אגרוף,א,טניס
9137,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: היחידה המקובלת למדידת טמפרטורה בישראל?,ליטר,מעלות צלזיוס,קילומטר,קילוגרם,ב,מעלות צלזיוס
9138,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: הספרייה היא מקום שמיועד בעיקר ל?,תיקון מכוניות,קריאה והשאלת ספרים,ייצור נעליים,אימון טיסה,ב,קריאה והשאלת ספרים
9139,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: המילה 'ביוגרפיה' מתארת?,כלי מטבח,סוג משוואה,סיפור חייו של אדם,מפת מזג אוויר,ג,סיפור חייו של אדם
9140,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה משלימה נכון את הנתון: המקצוע העוסק בעיצוב מבנים נקרא?,בלשנות,חקלאות,רוקחות,אדריכלות,ד,אדריכלות
9141,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור מספר הימים בשנה מעוברת בלוח הגרגוריאני?,365,366,360,364,ב,366
9142,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,9,11,5,7,ב,11
9143,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,חליל,תוף,פסנתר,חצוצרה,ג,פסנתר
9144,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור צבע המתקבל מערבוב כחול וצהוב?,כתום,ירוק,אדום,סגול,ב,ירוק
9145,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור החומר העיקרי שממנו עשוי נייר רגיל?,ברזל,נחושת,זכוכית,תאית מעץ,ד,תאית מעץ
9146,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור הספורט שבו משתמשים במחבט ובכדור מעל רשת?,סקי,אגרוף,טניס,שחייה,ג,טניס
9147,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור היחידה המקובלת למדידת טמפרטורה בישראל?,קילוגרם,קילומטר,מעלות צלזיוס,ליטר,ג,מעלות צלזיוס
9148,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור הספרייה היא מקום שמיועד בעיקר ל?,קריאה והשאלת ספרים,תיקון מכוניות,אימון טיסה,ייצור נעליים,א,קריאה והשאלת ספרים
9149,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור המילה 'ביוגרפיה' מתארת?,סיפור חייו של אדם,מפת מזג אוויר,סוג משוואה,כלי מטבח,א,סיפור חייו של אדם
9150,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהי הבחירה המדויקת עבור המקצוע העוסק בעיצוב מבנים נקרא?,רוקחות,בלשנות,אדריכלות,חקלאות,ג,אדריכלות
9151,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,365,364,360,א,366
9152,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,7,5,9,11,ד,11
9153,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,פסנתר,חליל,חצוצרה,תוף,א,פסנתר
9154,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על צבע המתקבל מערבוב כחול וצהוב?,כתום,אדום,ירוק,סגול,ג,ירוק
9155,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על החומר העיקרי שממנו עשוי נייר רגיל?,זכוכית,ברזל,תאית מעץ,נחושת,ג,תאית מעץ
9156,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על הספורט שבו משתמשים במחבט ובכדור מעל רשת?,אגרוף,סקי,שחייה,טניס,ד,טניס
9157,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על היחידה המקובלת למדידת טמפרטורה בישראל?,קילומטר,מעלות צלזיוס,קילוגרם,ליטר,ב,מעלות צלזיוס
9158,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על הספרייה היא מקום שמיועד בעיקר ל?,אימון טיסה,קריאה והשאלת ספרים,תיקון מכוניות,ייצור נעליים,ב,קריאה והשאלת ספרים
9159,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על המילה 'ביוגרפיה' מתארת?,כלי מטבח,סיפור חייו של אדם,סוג משוואה,מפת מזג אוויר,ב,סיפור חייו של אדם
9160,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון לסמן כאשר נשאלים על המקצוע העוסק בעיצוב מבנים נקרא?,בלשנות,אדריכלות,חקלאות,רוקחות,ב,אדריכלות
9161,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,364,365,360,א,366
9162,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,5,11,7,9,ב,11
9163,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,חצוצרה,פסנתר,חליל,תוף,ב,פסנתר
9164,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על צבע המתקבל מערבוב כחול וצהוב?,כתום,סגול,ירוק,אדום,ג,ירוק
9165,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על החומר העיקרי שממנו עשוי נייר רגיל?,ברזל,זכוכית,נחושת,תאית מעץ,ד,תאית מעץ
9166,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על הספורט שבו משתמשים במחבט ובכדור מעל רשת?,סקי,שחייה,טניס,אגרוף,ג,טניס
9167,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על היחידה המקובלת למדידת טמפרטורה בישראל?,מעלות צלזיוס,קילומטר,קילוגרם,ליטר,א,מעלות צלזיוס
9168,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על הספרייה היא מקום שמיועד בעיקר ל?,אימון טיסה,קריאה והשאלת ספרים,תיקון מכוניות,ייצור נעליים,ב,קריאה והשאלת ספרים
9169,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על המילה 'ביוגרפיה' מתארת?,סיפור חייו של אדם,מפת מזג אוויר,סוג משוואה,כלי מטבח,א,סיפור חייו של אדם
9170,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו אפשרות היא העובדה הנכונה על המקצוע העוסק בעיצוב מבנים נקרא?,אדריכלות,רוקחות,חקלאות,בלשנות,א,אדריכלות
9171,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: מספר הימים בשנה מעוברת בלוח הגרגוריאני?,365,360,364,366,ד,366
9172,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,11,5,7,9,א,11
9173,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,תוף,חצוצרה,חליל,פסנתר,ד,פסנתר
9174,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: צבע המתקבל מערבוב כחול וצהוב?,סגול,אדום,כתום,ירוק,ד,ירוק
9175,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: החומר העיקרי שממנו עשוי נייר רגיל?,נחושת,ברזל,זכוכית,תאית מעץ,ד,תאית מעץ
9176,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: הספורט שבו משתמשים במחבט ובכדור מעל רשת?,אגרוף,שחייה,סקי,טניס,ד,טניס
9177,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: היחידה המקובלת למדידת טמפרטורה בישראל?,ליטר,מעלות צלזיוס,קילוגרם,קילומטר,ב,מעלות צלזיוס
9178,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: הספרייה היא מקום שמיועד בעיקר ל?,קריאה והשאלת ספרים,ייצור נעליים,אימון טיסה,תיקון מכוניות,א,קריאה והשאלת ספרים
9179,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: המילה 'ביוגרפיה' מתארת?,סיפור חייו של אדם,מפת מזג אוויר,סוג משוואה,כלי מטבח,א,סיפור חייו של אדם
9180,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מהו המענה התקין לשאלה: המקצוע העוסק בעיצוב מבנים נקרא?,חקלאות,בלשנות,רוקחות,אדריכלות,ד,אדריכלות
9181,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את מספר הימים בשנה מעוברת בלוח הגרגוריאני?,366,365,364,360,א,366
9182,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,9,5,7,11,ד,11
9183,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,פסנתר,תוף,חצוצרה,חליל,א,פסנתר
9184,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את צבע המתקבל מערבוב כחול וצהוב?,כתום,ירוק,אדום,סגול,ב,ירוק
9185,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את החומר העיקרי שממנו עשוי נייר רגיל?,נחושת,זכוכית,ברזל,תאית מעץ,ד,תאית מעץ
9186,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את הספורט שבו משתמשים במחבט ובכדור מעל רשת?,טניס,שחייה,אגרוף,סקי,א,טניס
9187,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את היחידה המקובלת למדידת טמפרטורה בישראל?,מעלות צלזיוס,קילומטר,ליטר,קילוגרם,א,מעלות צלזיוס
9188,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את הספרייה היא מקום שמיועד בעיקר ל?,ייצור נעליים,קריאה והשאלת ספרים,אימון טיסה,תיקון מכוניות,ב,קריאה והשאלת ספרים
9189,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את המילה 'ביוגרפיה' מתארת?,סוג משוואה,כלי מטבח,מפת מזג אוויר,סיפור חייו של אדם,ד,סיפור חייו של אדם
9190,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: איזו תשובה מייצגת נכון את המקצוע העוסק בעיצוב מבנים נקרא?,בלשנות,אדריכלות,חקלאות,רוקחות,ב,אדריכלות
9191,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי מספר הימים בשנה מעוברת בלוח הגרגוריאני?,364,366,365,360,ב,366
9192,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי מספר השחקנים בקבוצת כדורגל על המגרש בתחילת משחק?,7,9,11,5,ג,11
9193,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי כלי הנגינה שבו מנגנים באמצעות קלידים ומיתרים פנימיים?,חליל,פסנתר,תוף,חצוצרה,ב,פסנתר
9194,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי צבע המתקבל מערבוב כחול וצהוב?,סגול,ירוק,כתום,אדום,ב,ירוק
9195,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי החומר העיקרי שממנו עשוי נייר רגיל?,נחושת,זכוכית,תאית מעץ,ברזל,ג,תאית מעץ
9196,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי הספורט שבו משתמשים במחבט ובכדור מעל רשת?,טניס,שחייה,סקי,אגרוף,א,טניס
9197,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי היחידה המקובלת למדידת טמפרטורה בישראל?,מעלות צלזיוס,קילומטר,ליטר,קילוגרם,א,מעלות צלזיוס
9198,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי הספרייה היא מקום שמיועד בעיקר ל?,תיקון מכוניות,קריאה והשאלת ספרים,ייצור נעליים,אימון טיסה,ב,קריאה והשאלת ספרים
9199,ידע כללי,לצורך חידון טריוויה בקטגוריית ידע כללי: מה נכון מבין ארבע האפשרויות לגבי המילה 'ביוגרפיה' מתארת?,מפת מזג אוויר,סוג משוואה,כלי מטבח,סיפור חייו של אדם,ד,סיפור חייו של אדם
